story_id	example_id	conclusion	premises	premises-FOL	label	source
43	126	Demons has been on Billboard Hot 100.	['Imagine Dragons is an American pop rock band.', 'The lead singer of Imagine Dragons is Dan.', 'Dan is also a songwriter.', 'All lead singers are singers.', 'All singers are musicians.', 'Demons is one of the most popular singles of Imagine Dragons.', 'Some singles of Imagine Dragons have been on Billboard Hot 100.']	['American(imagineDragon) ∧ RockBand(imagineDragon)', 'LeadSinger(imagineDragon, dan)', 'SongWriter(dan)', '∀x ∀y (LeadSinger(x, y) → Singer(y))', '∀x (Singer(x) → Musician(x))', 'PopularSingle(imagineDragon, demons)', '∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))']	Unknown	wiki
455	1315	Deodorant is a sandwich.	['All bread is food.', 'Some sandwiches are bread.', 'All food is edible. ', 'No edible things are poisonous.', 'Deodorant is poisonous.']	['∀x (Bread(x) → Food(x))', '∃x (Sandwich(x) ∧ Bread(x))', '∀x (Food(x) → Edible(x))', '∀x (Edible(x) → ¬Poisonous(x))', 'Poisonous(deodorant)']	Unknown	hyb
455	1316	Deodorant is a sandwich and bread.	['All bread is food.', 'Some sandwiches are bread.', 'All food is edible. ', 'No edible things are poisonous.', 'Deodorant is poisonous.']	['∀x (Bread(x) → Food(x))', '∃x (Sandwich(x) ∧ Bread(x))', '∀x (Food(x) → Edible(x))', '∀x (Edible(x) → ¬Poisonous(x))', 'Poisonous(deodorant)']	False	hyb
455	1317	If deodorant is a loaf of bread, then deodorant is not a sandwich.	['All bread is food.', 'Some sandwiches are bread.', 'All food is edible. ', 'No edible things are poisonous.', 'Deodorant is poisonous.']	['∀x (Bread(x) → Food(x))', '∃x (Sandwich(x) ∧ Bread(x))', '∀x (Food(x) → Edible(x))', '∀x (Edible(x) → ¬Poisonous(x))', 'Poisonous(deodorant)']	True	hyb
160	461	Noah needs to pay the water bill.	['Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.', 'Many apartment rents cover the cost of water and electricity.', 'Susan lives in an apartment where the rent covers all utilities.', 'The rent of the apartment where Ava lives does not cover any utility expenses.', 'Noah lives in an apartment where the rent does not cover heating.']	['CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)', '∃x (Cover(x, water) ∧ Cover(x, electricity))', '∀x (Cover(susan, x))', '∀x (¬Cover(ava, x))', '¬Cover(noah, heating)']	Unknown	wiki
160	462	Noah and Ava both need to pay the heating bill.	['Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.', 'Many apartment rents cover the cost of water and electricity.', 'Susan lives in an apartment where the rent covers all utilities.', 'The rent of the apartment where Ava lives does not cover any utility expenses.', 'Noah lives in an apartment where the rent does not cover heating.']	['CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)', '∃x (Cover(x, water) ∧ Cover(x, electricity))', '∀x (Cover(susan, x))', '∀x (¬Cover(ava, x))', '¬Cover(noah, heating)']	True	wiki
160	463	Susan does not need to pay the water bill.	['Common utilities include water, electricity, gas, heating, sewer, trash, and recycling.', 'Many apartment rents cover the cost of water and electricity.', 'Susan lives in an apartment where the rent covers all utilities.', 'The rent of the apartment where Ava lives does not cover any utility expenses.', 'Noah lives in an apartment where the rent does not cover heating.']	['CommonUtilities(water) ∧ CommonUtilities(electricity) ∧ CommonUtilities(gas) ∧ CommonUtilities(heating)', '∃x (Cover(x, water) ∧ Cover(x, electricity))', '∀x (Cover(susan, x))', '∀x (¬Cover(ava, x))', '¬Cover(noah, heating)']	True	wiki
317	804	Nike is perfect.	['All clothes are products. ', 'No products are perfect. ', 'All dresses are clothes.', 'All skirts are dresses. ', 'If Nike is clothes, then Nike is perfect and a dress.']	['∀x (Clothes(x) → Product(x))', '∀x (Product(x) → ¬Perfect(x))', '∀x (Dress(x) → Clothes(x))', '∀x (Skirt(x) → Dress(x))', 'Clothes(nike) → Perfect(nike) ∧ Dress(nike)']	Unknown	hyb
317	805	Nike is a skirt.	['All clothes are products. ', 'No products are perfect. ', 'All dresses are clothes.', 'All skirts are dresses. ', 'If Nike is clothes, then Nike is perfect and a dress.']	['∀x (Clothes(x) → Product(x))', '∀x (Product(x) → ¬Perfect(x))', '∀x (Dress(x) → Clothes(x))', '∀x (Skirt(x) → Dress(x))', 'Clothes(nike) → Perfect(nike) ∧ Dress(nike)']	False	hyb
317	806	Nike is not a skirt.	['All clothes are products. ', 'No products are perfect. ', 'All dresses are clothes.', 'All skirts are dresses. ', 'If Nike is clothes, then Nike is perfect and a dress.']	['∀x (Clothes(x) → Product(x))', '∀x (Product(x) → ¬Perfect(x))', '∀x (Dress(x) → Clothes(x))', '∀x (Skirt(x) → Dress(x))', 'Clothes(nike) → Perfect(nike) ∧ Dress(nike)']	True	hyb
57	169	Leo is an animal.	['All pets are animals.', 'Pets can be either a dog or a cat.', 'If a person has a pet, they care for that pet. ', 'Dogs and Cats can be naughty. ', 'Pets who are naughty are not liked as much. ', 'Charlie has a naughty pet dog named Leo. ']	['∀x (Pet(x) → Animal(x))', '∀x (Pet(x) → Dog(x) ⊕ Cat(x))', '∀x ∀y (HasPet(x) → Cares(x, y))', '∃x ((Cat(x) ∧ Naughty(x)) ∨ (Dog(x) ∧ Naughty(x)))', '∀x ∀y (Pet(x) ∧ Naughty(x) → ¬Liked(x, y))', 'HasPet(charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)']	True	wiki
57	170	Charlie does not like Leo and does not care for Leo.	['All pets are animals.', 'Pets can be either a dog or a cat.', 'If a person has a pet, they care for that pet. ', 'Dogs and Cats can be naughty. ', 'Pets who are naughty are not liked as much. ', 'Charlie has a naughty pet dog named Leo. ']	['∀x (Pet(x) → Animal(x))', '∀x (Pet(x) → Dog(x) ⊕ Cat(x))', '∀x ∀y (HasPet(x) → Cares(x, y))', '∃x ((Cat(x) ∧ Naughty(x)) ∨ (Dog(x) ∧ Naughty(x)))', '∀x ∀y (Pet(x) ∧ Naughty(x) → ¬Liked(x, y))', 'HasPet(charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)']	False	wiki
57	171	Dogs are always not naughty.	['All pets are animals.', 'Pets can be either a dog or a cat.', 'If a person has a pet, they care for that pet. ', 'Dogs and Cats can be naughty. ', 'Pets who are naughty are not liked as much. ', 'Charlie has a naughty pet dog named Leo. ']	['∀x (Pet(x) → Animal(x))', '∀x (Pet(x) → Dog(x) ⊕ Cat(x))', '∀x ∀y (HasPet(x) → Cares(x, y))', '∃x ((Cat(x) ∧ Naughty(x)) ∨ (Dog(x) ∧ Naughty(x)))', '∀x ∀y (Pet(x) ∧ Naughty(x) → ¬Liked(x, y))', 'HasPet(charlie) ∧ Pet(leo) ∧ Dog(leo) ∧ Naughty(leo)']	False	wiki
279	728	All scares are fun.	['Surprises are either fun or dreadful.', 'All scares are surprises.']	['∀x (Surprise(x) → (Fun(x) ⊕ Dreadful(x)))', '∀x (Scare(x) → Surprise(x))']	Unknown	wiki
23	66	The Three Body Problem won the Hugo Award.	['All books written by Cixin Liu have sold more than 1 million copies. ', 'Some books that have won the Hugo Award were written by Cixin Liu.', 'All books about the future are influenced by Isaac Asimov.', 'The book the Three Body Problem has sold more than 1 million copies.', 'The Three Body Problem is about the future.']	['∀x (Book(x) ∧ WrittenBy(x, cixinliu) → SoldMoreThan(x, onemillion))', '∃x (Won(x, hugoaward) ∧ Book(x) ∧ WrittenBy(x, cixinliu))', '∀x (Book(x) ∧ AboutFuture(x) → InfluencedBy(x, isaacasimov))', 'Book(threebodyproblem) ∧ SoldMoreThan(threebodyproblem, onemillion)', 'AboutFuture(threebodyproblem)']	Unknown	wiki
23	67	The Three Body Problem was influenced by Isaac Asimov.	['All books written by Cixin Liu have sold more than 1 million copies. ', 'Some books that have won the Hugo Award were written by Cixin Liu.', 'All books about the future are influenced by Isaac Asimov.', 'The book the Three Body Problem has sold more than 1 million copies.', 'The Three Body Problem is about the future.']	['∀x (Book(x) ∧ WrittenBy(x, cixinliu) → SoldMoreThan(x, onemillion))', '∃x (Won(x, hugoaward) ∧ Book(x) ∧ WrittenBy(x, cixinliu))', '∀x (Book(x) ∧ AboutFuture(x) → InfluencedBy(x, isaacasimov))', 'Book(threebodyproblem) ∧ SoldMoreThan(threebodyproblem, onemillion)', 'AboutFuture(threebodyproblem)']	True	wiki
23	68	The Three Body Problem was written by Cixin Liu.	['All books written by Cixin Liu have sold more than 1 million copies. ', 'Some books that have won the Hugo Award were written by Cixin Liu.', 'All books about the future are influenced by Isaac Asimov.', 'The book the Three Body Problem has sold more than 1 million copies.', 'The Three Body Problem is about the future.']	['∀x (Book(x) ∧ WrittenBy(x, cixinliu) → SoldMoreThan(x, onemillion))', '∃x (Won(x, hugoaward) ∧ Book(x) ∧ WrittenBy(x, cixinliu))', '∀x (Book(x) ∧ AboutFuture(x) → InfluencedBy(x, isaacasimov))', 'Book(threebodyproblem) ∧ SoldMoreThan(threebodyproblem, onemillion)', 'AboutFuture(threebodyproblem)']	Unknown	wiki
420	1189	James majors in computer science.	['Some students who major in computer science get up early. ', 'If a student gets up early, then he/she will study in the morning. ', 'All students studying in the morning are good at time management. ', 'All students good at time management are popular among students. ', 'James is not popular among students. ']	['∃x (ComputerScience(x) ∧ GetUpEarly(x))', '∀x (GetUpEarly(x) → StudyMorning(x))', '∀x (StudyMorning(x) → GoodAtTimeManagement(x))', '∀x (GoodAtTimeManagement(x) → Popular(x))', '¬Popular(james)']	Unknown	hyb
420	1190	James majors in computer science and gets up early.	['Some students who major in computer science get up early. ', 'If a student gets up early, then he/she will study in the morning. ', 'All students studying in the morning are good at time management. ', 'All students good at time management are popular among students. ', 'James is not popular among students. ']	['∃x (ComputerScience(x) ∧ GetUpEarly(x))', '∀x (GetUpEarly(x) → StudyMorning(x))', '∀x (StudyMorning(x) → GoodAtTimeManagement(x))', '∀x (GoodAtTimeManagement(x) → Popular(x))', '¬Popular(james)']	False	hyb
420	1191	If James gets up early, then he majors in computer science.	['Some students who major in computer science get up early. ', 'If a student gets up early, then he/she will study in the morning. ', 'All students studying in the morning are good at time management. ', 'All students good at time management are popular among students. ', 'James is not popular among students. ']	['∃x (ComputerScience(x) ∧ GetUpEarly(x))', '∀x (GetUpEarly(x) → StudyMorning(x))', '∀x (StudyMorning(x) → GoodAtTimeManagement(x))', '∀x (GoodAtTimeManagement(x) → Popular(x))', '¬Popular(james)']	True	hyb
272	721	Something went wrong.	['There is no dog on the roof.', 'If there is a dog on the roof something went wrong.']	['¬(∃x (Dog(x) ∧ OnRoof(x)))', '∀x ∃y ((Dog(x) ∧ OnRoof(x)) → WentWrong(y))']	Unknown	wiki
15	41	Elephantopus is widespread over much of Australia and Southern Asia.	['Elephantopus is a genus of perennial plants in the daisy family.', 'Elephantopus is widespread over much of Africa, southern Asia, Australia, and the Americas.', 'Several species of Elephantopus are native to the southeastern United States.', 'Elephantopus scaber is a traditional medicine.']	['∀x (Elephantopus(x) → Genus(x, perennialplants) ∧ BelongTo(x, daisyfamily))', '∀x (Elephantopus(x) → WidespreadOver(x, africa) ∧ WidespreadOver(x, southernasia) ∧ WidespreadOver(x, australia) ∧ WidespreadOver(x, americas))', '∃x (Elephantopus(x) ∧ NativeTo(x, southeasternunitedstates))', '∀x (ElephantopusScaber(x) → TraditionalMedicine(x))']	True	wiki
15	42	No Elephantopus is native to the southeastern United States.	['Elephantopus is a genus of perennial plants in the daisy family.', 'Elephantopus is widespread over much of Africa, southern Asia, Australia, and the Americas.', 'Several species of Elephantopus are native to the southeastern United States.', 'Elephantopus scaber is a traditional medicine.']	['∀x (Elephantopus(x) → Genus(x, perennialplants) ∧ BelongTo(x, daisyfamily))', '∀x (Elephantopus(x) → WidespreadOver(x, africa) ∧ WidespreadOver(x, southernasia) ∧ WidespreadOver(x, australia) ∧ WidespreadOver(x, americas))', '∃x (Elephantopus(x) ∧ NativeTo(x, southeasternunitedstates))', '∀x (ElephantopusScaber(x) → TraditionalMedicine(x))']	False	wiki
15	43	Elephantopus is a traditional medicine.	['Elephantopus is a genus of perennial plants in the daisy family.', 'Elephantopus is widespread over much of Africa, southern Asia, Australia, and the Americas.', 'Several species of Elephantopus are native to the southeastern United States.', 'Elephantopus scaber is a traditional medicine.']	['∀x (Elephantopus(x) → Genus(x, perennialplants) ∧ BelongTo(x, daisyfamily))', '∀x (Elephantopus(x) → WidespreadOver(x, africa) ∧ WidespreadOver(x, southernasia) ∧ WidespreadOver(x, australia) ∧ WidespreadOver(x, americas))', '∃x (Elephantopus(x) ∧ NativeTo(x, southeasternunitedstates))', '∀x (ElephantopusScaber(x) → TraditionalMedicine(x))']	Unknown	wiki
432	1236	Harkness is a Yale dormitory.	['All Yale dormitories are located on York Street. ', 'All buildings managed by Yale Housing are dormitories. ', 'All buildings operated by Yale Housing staff are managed by Yale Housing. ', 'No buildings open to students are established after 1800. ', 'All buildings located on York Street are open to students. ', 'Harkness is either a building operated by Yale Housing staff or located on York Street. ']	['∀x (YaleDormitory(x) → InYorkStreet(x))', '∀x (ManagedByYaleHousing(x) → YaleDormitory(x))', '∀x (OperatedByYaleHousingStaffs(x) → ManagedByYaleHousing(x))', '∀x (OpenToStudents(x) → ¬EstablishedAfter1800(x))', '∀x (InYorkStreet(x) → OpenToStudents(x))', 'OperatedByYaleHousingStaffs(harkness) ⊕ InYorkStreet(harkness)']	Unknown	hyb
432	1237	Harkness is not a Yale dormitory.	['All Yale dormitories are located on York Street. ', 'All buildings managed by Yale Housing are dormitories. ', 'All buildings operated by Yale Housing staff are managed by Yale Housing. ', 'No buildings open to students are established after 1800. ', 'All buildings located on York Street are open to students. ', 'Harkness is either a building operated by Yale Housing staff or located on York Street. ']	['∀x (YaleDormitory(x) → InYorkStreet(x))', '∀x (ManagedByYaleHousing(x) → YaleDormitory(x))', '∀x (OperatedByYaleHousingStaffs(x) → ManagedByYaleHousing(x))', '∀x (OpenToStudents(x) → ¬EstablishedAfter1800(x))', '∀x (InYorkStreet(x) → OpenToStudents(x))', 'OperatedByYaleHousingStaffs(harkness) ⊕ InYorkStreet(harkness)']	Unknown	hyb
432	1238	Harkness is established after 1800.	['All Yale dormitories are located on York Street. ', 'All buildings managed by Yale Housing are dormitories. ', 'All buildings operated by Yale Housing staff are managed by Yale Housing. ', 'No buildings open to students are established after 1800. ', 'All buildings located on York Street are open to students. ', 'Harkness is either a building operated by Yale Housing staff or located on York Street. ']	['∀x (YaleDormitory(x) → InYorkStreet(x))', '∀x (ManagedByYaleHousing(x) → YaleDormitory(x))', '∀x (OperatedByYaleHousingStaffs(x) → ManagedByYaleHousing(x))', '∀x (OpenToStudents(x) → ¬EstablishedAfter1800(x))', '∀x (InYorkStreet(x) → OpenToStudents(x))', 'OperatedByYaleHousingStaffs(harkness) ⊕ InYorkStreet(harkness)']	False	hyb
